Name,Age,Occupation,Salary,Car Model,Home State,Location,Children
Garrett,54,Lawyer,169051,SIERRA T1CGF LD CREW,New-Jersey,"(42.3601, -71.0589)",1
Frank,44,Software-Developer,243558,BLAZER C1UC,Massachusetts,"(47.6062, -122.3321)",9
Grace,60,Accountant,88236,SILVERADO T1ECH HD DBL,New-Mexico,"(40.7128, -74.0060)",6
Helen,33,Software-Developer,174534,ENCORE G1UB,Washington,"(29.7604, -95.3698)",9
Ivy,48,Diesil-Mechanic,88673,ESCALADE ESV T1YLF,New-Mexico,"(29.7604, -95.3698)",3
Garrett,33,Accountant,142204,SILVERADO T1CCH HD CREW,New-Hampshire,"(33.4484, -112.0740)",1
David,45,Lieutenant,243041,BLAZER C1UC,Oregon,"(39.7392, -104.9903)",1
Eva,24,Doctor,112989,AV A110,Oregon,"(34.0522, -118.2437)",6
Bob,51,Accountant,208556,SIERRA T1EGH HD DBL,New-York,"(29.7604, -95.3698)",3
Grace,40,Lawyer,421146,ENVISTA 9BQB1,Indiana,"(47.6062, -122.3321)",9
Jack,23,Software-Developer,430981,YUKON T1UGF,Massachusetts,"(37.7749, -122.4194)",6
Bob,55,Teacher,41779,EQUINOX EV C223,Arizona,"(25.7617, -80.1918)",8
David,35,Accountant,171276,LCF GAS-US I-700N,New-Jersey,"(47.6062, -122.3321)",4
Eva,60,Accountant,204789,LCF DSL-JP I-700N,Michigan,"(33.4484, -112.0740)",2
Levi,22,Diesil-Mechanic,332502,BOLT C110,Michigan,"(29.7604, -95.3698)",3
Grace,41,Software-Developer,143140,SIERRA T1RGH HD REG,New-York,"(40.7128, -74.0060)",0
Garrett,24,Chef,42751,SIERRA T1RGF LD REG,Michigan,"(37.7749, -122.4194)",4
Charlie,26,Data-Engineer,81977,TRAX 9BQC1,Alaska,"(33.4484, -112.0740)",4
Grace,42,Software-Developer,357998,BLAZER EV C234,New-Jersey,"(37.7749, -122.4194)",0
Alice,43,Nurse,404098,BLAZER EV C234,Maine,"(39.7392, -104.9903)",1
Helen,51,Nurse,257659,SIERRA T1EGH HD DBL,New-Jersey,"(41.8781, -87.6298)",9
Frank,32,Mechanic,182329,BOLT EUV C121,Hawaii,"(25.7617, -80.1918)",0
Mattie,27,Software-Developer,313116,MALIBU E2SC,Arizona,"(40.7128, -74.0060)",4
Grace,44,Police-Officer,337772,TAHOE T1UCF,Texas,"(25.7617, -80.1918)",0
David,50,Accountant,246514,TRAVERSE C1YC,Arizona,"(33.4484, -112.0740)",5
Helen,38,Chef,34723,AV A110,New-York,"(42.3601, -71.0589)",9
Garrett,56,Mechanic,328427,ACADIA C1UG,New-York,"(42.3601, -71.0589)",4
Alice,20,Artist,374303,SILVERADO T1ECH HD DBL,New-Jersey,"(37.7749, -122.4194)",3
Frank,52,Diesil-Mechanic,277515,COLORADO 31CC2,Wyoming,"(42.3601, -71.0589)",6
Grace,22,Doctor,422281,SIERRA T1RGH HD REG,Arizona,"(29.7604, -95.3698)",2
Levi,28,Mechanic,309306,TRAX-K G1UC,Hawaii,"(40.7128, -74.0060)",0
Grace,36,Driver,171427,CORVETTE Y200,New-York,"(39.7392, -104.9903)",1
Jack,50,Artist,143568,SILVERADO EV BT1CC,Michigan,"(39.7392, -104.9903)",9
Helen,33,Data-Scientist,389432,LYRIQ L233,Texas,"(34.0522, -118.2437)",1
David,47,Lawyer,213215,ACADIA C1UG,Illinois,"(37.7749, -122.4194)",4
Ivy,47,Police-Officer,88600,SILVERADO T1CCH HD CREW,New-Jersey,"(33.4484, -112.0740)",0
Eva,47,Data-Scientist,449920,CAMARO A1AC CONV,Maine,"(29.7604, -95.3698)",5
Ivy,53,Data-Scientist,83782,TRAX 9BQC1,New-York,"(33.4484, -112.0740)",4
Bailie,45,Accountant,110829,CANYON 31XGN,New-Mexico,"(37.7749, -122.4194)",0
Jack,35,Lieutenant,364721,CORVETTE Y200,New-Jersey,"(25.7617, -80.1918)",7
Eva,33,Artist,208626,LCF GAS-US I-700N,New-Jersey,"(34.0522, -118.2437)",3
Ivy,48,Nurse,29534,ENCORE G1UB,New-Jersey,"(37.7749, -122.4194)",0
Charlie,31,Designer,150584,BLAZER EV C234,Maine,"(47.6062, -122.3321)",6
Alice,27,Data-Engineer,248252,BLAZER C1UC,Arizona,"(47.6062, -122.3321)",2
Grace,43,Artist,57215,SILVERADO T1CCF LD CREW,New-York,"(40.7128, -74.0060)",7
Eva,51,Designer,231679,TAHOE T1UCF,Indiana,"(39.7392, -104.9903)",6
Jack,31,Driver,168517,CT4 A2SL,Indiana,"(47.6062, -122.3321)",4
Levi,36,Lieutenant,368986,XT4 E2UL,Alaska,"(39.7392, -104.9903)",8
Levi,35,Data-Scientist,162025,ENVISION E2UB,Alaska,"(25.7617, -80.1918)",6
Charlie,34,Designer,372238,ESCALADE ESV T1YLF,Washington,"(40.7128, -74.0060)",0
Helen,45,Engineer,86788,SILVERADO T1RCF LD REG,Alaska,"(41.8781, -87.6298)",1
Eva,32,Lieutenant,201330,YUKON T1UGF,Montana,"(34.0522, -118.2437)",8
Max,38,Nurse,195229,SILVERADO EV BT1CC,New-York,"(47.6062, -122.3321)",7
Helen,41,Diesil-Mechanic,340611,COLORADO 31XCN,Oregon,"(33.4484, -112.0740)",4
Alice,45,Data-Scientist,286578,SIERRA T1CGH HD CREW,Arizona,"(40.7128, -74.0060)",2
Jack,33,Driver,163761,YUKON XL T1YGF,New-Mexico,"(29.7604, -95.3698)",0
David,44,Mechanic,39398,ACADIA C1UG,Alaska,"(34.0522, -118.2437)",7
Bob,49,Designer,75327,BOLT EUV C121,Texas,"(40.7128, -74.0060)",4
Bailie,53,Doctor,320048,EXPRESS VAN 610,Illinois,"(47.6062, -122.3321)",6
Levi,26,Designer,110525,BOLT C110,Michigan,"(40.7128, -74.0060)",2
Charlie,60,Artist,182080,SIERRA T1RGF LD REG,Washington,"(42.3601, -71.0589)",9
Jack,49,Driver,433957,SILVERADO T1CCH HD CREW,New-Jersey,"(39.7392, -104.9903)",6
Levi,51,Police-Officer,180804,CANYON 31XGN,Illinois,"(40.7128, -74.0060)",8
Ivy,30,Doctor,207368,CANYON 31CG2,Texas,"(33.4484, -112.0740)",3
Mattie,53,Driver,237674,EXPRESS VAN 610,Montana,"(25.7617, -80.1918)",1
Charlie,53,Data-Engineer,207502,SIERRA T1CGH HD CREW,Hawaii,"(34.0522, -118.2437)",3
Garrett,52,Artist,271610,BOLT C110,Washington,"(39.7392, -104.9903)",8
Eva,58,Teacher,318281,SILVERADO T1CCH HD CREW,Washington,"(39.7392, -104.9903)",7
Eva,43,Police-Officer,184946,SILVERADO T1CCF LD CREW,New-Hampshire,"(34.0522, -118.2437)",5
Frank,53,Lieutenant,311608,LCF 6500XD I-700N,Oregon,"(33.4484, -112.0740)",7
Helen,32,Engineer,262540,BLAZER C1UC,Indiana,"(37.7749, -122.4194)",6
Max,22,Teacher,366082,XT4 E2UL,Hawaii,"(41.8781, -87.6298)",1
David,20,Artist,336759,SIERRA T1RGF LD REG,Alaska,"(47.6062, -122.3321)",2
Alice,49,Accountant,32615,BLAZER EV C234,Alaska,"(37.7749, -122.4194)",2
Charlie,59,Software-Developer,36547,XT5 C1UL,Washington,"(29.7604, -95.3698)",6
David,43,Chef,349463,SILVERADO 4500/5500,Indiana,"(37.7749, -122.4194)",7
Bob,52,Teacher,98843,ESCALADE T1ULF,Alaska,"(29.7604, -95.3698)",8
Frank,60,Engineer,439781,CANYON 31CG2,Maine,"(33.4484, -112.0740)",0
Bob,20,Data-Scientist,347230,SUBURBAN T1YCF,Hawaii,"(42.3601, -71.0589)",8
Levi,37,Artist,255919,CAMARO A1AC CONV,Indiana,"(39.7392, -104.9903)",3
Bailie,57,Software-Developer,42342,BLAZER EV C234,Alaska,"(41.8781, -87.6298)",0
David,31,Designer,275850,XT6 C1TL,Maine,"(25.7617, -80.1918)",7
Max,40,Data-Scientist,405862,CT5 A2LL,Arizona,"(33.4484, -112.0740)",3
Mattie,29,Engineer,83971,ENVISTA 9BQB1,Oregon,"(40.7128, -74.0060)",8
Grace,27,Driver,37884,SILVERADO EV BT1CC,Arizona,"(29.7604, -95.3698)",2
Bob,47,Data-Scientist,447542,SIERRA T1EGF LD DBL,Washington,"(42.3601, -71.0589)",0
Max,31,Chef,89728,CT5 A2LL,Massachusetts,"(41.8781, -87.6298)",5
Eva,22,Doctor,332305,SUBURBAN T1YCF,Maine,"(42.3601, -71.0589)",1
Grace,57,Engineer,225242,CANYON 31XGN,Indiana,"(25.7617, -80.1918)",0
Max,45,Data-Scientist,276653,BLAZER C1UC,Wyoming,"(47.6062, -122.3321)",3
Frank,46,Lawyer,253162,BLAZER C1UC,Maine,"(37.7749, -122.4194)",5
Grace,43,Artist,66909,ENCORE GX 9BUB,Illinois,"(42.3601, -71.0589)",9
Charlie,29,Data-Engineer,186858,TRAX-K G1UC,New-Jersey,"(39.7392, -104.9903)",0
Grace,33,Nurse,54852,SIERRA T1CGH HD CREW,Oregon,"(39.7392, -104.9903)",7
Helen,46,Driver,72452,SPARK M2JC,Oregon,"(47.6062, -122.3321)",1
Bob,48,Data-Engineer,365428,LCF DSL-JP I-700N,Wyoming,"(40.7128, -74.0060)",6
Max,24,Data-Engineer,242656,ENCLAVE C1YB,Alaska,"(41.8781, -87.6298)",2
Frank,33,Driver,412986,SILVERADO T1CCF LD CREW,New-Mexico,"(33.4484, -112.0740)",2
Jack,33,Lawyer,366774,SILVERADO EV BT1CC,Maine,"(42.3601, -71.0589)",7
Charlie,20,Artist,294056,SIERRA T1EGH HD DBL,Wyoming,"(25.7617, -80.1918)",2
Levi,57,Doctor,411889,SILVERADO T1RCF LD REG,New-Jersey,"(40.7128, -74.0060)",1
Helen,22,Doctor,415943,BOLT C110,New-Mexico,"(47.6062, -122.3321)",8
Helen,46,Driver,175208,TERRAIN D2UG,Michigan,"(37.7749, -122.4194)",0
Frank,59,Police-Officer,435149,SIERRA T1RGH HD REG,Alaska,"(25.7617, -80.1918)",7
Eva,39,Chef,400914,BLAZER C1UC,New-York,"(47.6062, -122.3321)",5
Charlie,50,Chef,409431,SIERRA T1CGF LD CREW,Hawaii,"(42.3601, -71.0589)",9
Charlie,33,Mechanic,132278,LYRIQ L233,Alaska,"(25.7617, -80.1918)",2
Eva,30,Police-Officer,439798,TRAX-K G1UC,Arizona,"(47.6062, -122.3321)",6
Max,46,Mechanic,264305,SILVERADO T1CCH HD CREW,Arizona,"(42.3601, -71.0589)",5
Bob,39,Teacher,223603,TRAX-K G1UC,New-Hampshire,"(33.4484, -112.0740)",3
Charlie,35,Designer,31924,ENCLAVE C1YB,New-Mexico,"(33.4484, -112.0740)",5
Helen,53,Nurse,122348,SILVERADO T1CCF LD CREW,Wyoming,"(41.8781, -87.6298)",0
Bailie,33,Data-Engineer,366123,BLAZER EV C234,Alaska,"(29.7604, -95.3698)",0
Helen,36,Lieutenant,186559,BOLT EUV C121,Montana,"(40.7128, -74.0060)",6
Charlie,36,Doctor,412850,TAHOE T1UCF,Oregon,"(40.7128, -74.0060)",0
Garrett,22,Engineer,191407,PICKUP-E BEV BT1FG,Texas,"(25.7617, -80.1918)",1
Bailie,42,Engineer,398560,HUM BEV BT1UG,Wyoming,"(25.7617, -80.1918)",4
Alice,31,Lawyer,377239,SIERRA T1RGF LD REG,New-Jersey,"(29.7604, -95.3698)",7
Jack,58,Data-Scientist,278765,SILVERADO T1CCH HD CREW,Michigan,"(42.3601, -71.0589)",3
Bob,23,Police-Officer,217480,LYRIQ L233,Texas,"(33.4484, -112.0740)",9
Mattie,30,Diesil-Mechanic,284626,BLAZER EV C234,Oregon,"(34.0522, -118.2437)",7
Max,43,Teacher,361432,HUM BEV BT1UG,New-Jersey,"(33.4484, -112.0740)",5
Ivy,45,Driver,342486,ESCALADE ESV T1YLF,Maine,"(34.0522, -118.2437)",3
Eva,25,Doctor,56932,BLAZER EV C234,Wyoming,"(42.3601, -71.0589)",2
Helen,44,Data-Scientist,243225,TAHOE T1UCF,Illinois,"(47.6062, -122.3321)",8
Max,47,Diesil-Mechanic,198874,ESCALADE T1ULF,Montana,"(47.6062, -122.3321)",4
Ivy,34,Police-Officer,51723,XT5 C1UL,Wyoming,"(41.8781, -87.6298)",8
Frank,58,Driver,105043,SILVERADO T1RCF LD REG,Michigan,"(42.3601, -71.0589)",8
Bob,30,Data-Scientist,231623,SUBURBAN T1YCF,Oregon,"(40.7128, -74.0060)",4
Jack,40,Software-Developer,401786,SUBURBAN T1YCF,New-Mexico,"(41.8781, -87.6298)",4
Levi,20,Lieutenant,57764,SILVERADO T1RCH HD REG,Indiana,"(37.7749, -122.4194)",8
Bob,31,Chef,320173,SILVERADO T1RCF LD REG,New-Mexico,"(41.8781, -87.6298)",5
Eva,42,Police-Officer,123872,AV A110,New-Mexico,"(41.8781, -87.6298)",9
Frank,33,Designer,335713,CT5 A2LL,Alaska,"(34.0522, -118.2437)",6
Frank,23,Diesil-Mechanic,118281,SIERRA T1EGH HD DBL,Oregon,"(34.0522, -118.2437)",3
Alice,42,Teacher,407951,SIERRA T1CGF LD CREW,Massachusetts,"(33.4484, -112.0740)",1
Charlie,21,Mechanic,101583,SIERRA T1CGF LD CREW,Texas,"(25.7617, -80.1918)",1
Max,34,Driver,111866,XT5 C1UL,Wyoming,"(29.7604, -95.3698)",2
Bob,57,Engineer,126564,AV A110,New-Mexico,"(41.8781, -87.6298)",2
Eva,37,Data-Engineer,369080,LCF 6500XD I-700N,Texas,"(34.0522, -118.2437)",7
Frank,36,Artist,50149,BOLT EUV C121,Washington,"(40.7128, -74.0060)",6
Frank,28,Data-Engineer,286991,SIERRA T1RGH HD REG,Massachusetts,"(34.0522, -118.2437)",1
Frank,46,Accountant,55999,TERRAIN D2UG,Hawaii,"(42.3601, -71.0589)",1
Frank,58,Software-Developer,102802,SILVERADO T1CCH HD CREW,Indiana,"(41.8781, -87.6298)",8
Bob,22,Artist,191044,SIERRA T1EGH HD DBL,Oregon,"(40.7128, -74.0060)",8
Grace,53,Driver,166268,YUKON XL T1YGF,Indiana,"(42.3601, -71.0589)",0
Alice,56,Data-Engineer,222893,XT4 E2UL,Maine,"(41.8781, -87.6298)",9
Bailie,33,Lawyer,328633,TRAILBLAZER 9BYC,Illinois,"(40.7128, -74.0060)",1
Jack,20,Police-Officer,34678,SILVERADO T1RCF LD REG,Illinois,"(33.4484, -112.0740)",0
Eva,29,Doctor,177186,BLAZER C1UC,New-Hampshire,"(39.7392, -104.9903)",4
Garrett,37,Data-Engineer,448296,ENCORE G1UB,New-Mexico,"(39.7392, -104.9903)",3
David,24,Data-Engineer,90890,ENCORE GX 9BUB,Wyoming,"(33.4484, -112.0740)",8
Bailie,56,Software-Developer,166687,CANYON 31XGN,Wyoming,"(37.7749, -122.4194)",8
Ivy,29,Engineer,259272,PICKUP-E BEV BT1FG,Texas,"(41.8781, -87.6298)",2
Eva,23,Accountant,446443,ESCALADE T1ULF,New-Mexico,"(25.7617, -80.1918)",4
Jack,38,Data-Scientist,60561,LYRIQ L233,Indiana,"(42.3601, -71.0589)",9
Mattie,45,Data-Engineer,183282,CANYON 31XGN,Illinois,"(33.4484, -112.0740)",8
Alice,44,Lieutenant,425365,TRAX-K G1UC,Massachusetts,"(41.8781, -87.6298)",3
Bailie,40,Teacher,216178,ENCORE G1UB,Michigan,"(33.4484, -112.0740)",9
Ivy,26,Nurse,59711,CAMARO A1AC CONV,New-York,"(41.8781, -87.6298)",2
Mattie,30,Diesil-Mechanic,160053,SIERRA T1EGF LD DBL,Alaska,"(41.8781, -87.6298)",2
Mattie,41,Diesil-Mechanic,30471,TRAX 9BQC1,Michigan,"(47.6062, -122.3321)",4
Eva,53,Teacher,338977,ACADIA C1UG,Texas,"(47.6062, -122.3321)",1
Ivy,39,Mechanic,114394,ENVISION E2UB,Wyoming,"(40.7128, -74.0060)",8
Ivy,26,Accountant,399732,SPARK M2JC,New-York,"(34.0522, -118.2437)",5
Levi,60,Data-Scientist,298221,SPARK M2JC,Montana,"(33.4484, -112.0740)",5
Bailie,27,Teacher,259046,ACADIA C1UG,New-Jersey,"(42.3601, -71.0589)",7
Levi,50,Designer,118413,CANYON 31CG2,Illinois,"(42.3601, -71.0589)",9
Bailie,56,Mechanic,202551,AV A110,Alaska,"(41.8781, -87.6298)",8
Charlie,53,Doctor,104699,TAHOE T1UCF,Massachusetts,"(40.7128, -74.0060)",4
Garrett,37,Accountant,384356,XT6 C1TL,Wyoming,"(33.4484, -112.0740)",9
Levi,58,Police-Officer,349909,CANYON 31CG2,New-Jersey,"(47.6062, -122.3321)",9
Charlie,24,Police-Officer,43624,EQUINOX D2UC,New-Hampshire,"(33.4484, -112.0740)",6
Grace,44,Lawyer,215464,LCF DSL-JP I-700N,Oregon,"(25.7617, -80.1918)",2
David,45,Software-Developer,424514,ENVISTA 9BQB1,New-York,"(37.7749, -122.4194)",3
Eva,55,Engineer,92498,SILVERADO 4500/5500,Wyoming,"(47.6062, -122.3321)",5
Eva,44,Driver,258719,SILVERADO T1CCF LD CREW,Alaska,"(25.7617, -80.1918)",3
Garrett,26,Driver,304098,CELESTIQ L246,New-Mexico,"(29.7604, -95.3698)",2
Helen,22,Accountant,63529,SILVERADO T1ECF LD DBL,Arizona,"(39.7392, -104.9903)",1
Eva,39,Designer,239852,MALIBU E2SC,New-Jersey,"(39.7392, -104.9903)",2
Garrett,53,Driver,340111,TRAX 9BQC1,New-York,"(33.4484, -112.0740)",7
Alice,23,Chef,34628,BOLT C110,Maine,"(41.8781, -87.6298)",2
Bob,27,Teacher,60262,SILVERADO T1RCH HD REG,Michigan,"(25.7617, -80.1918)",5
Max,40,Diesil-Mechanic,174806,CAMARO A1AC CONV,Texas,"(41.8781, -87.6298)",7
Max,23,Software-Developer,201331,AV A110,Arizona,"(40.7128, -74.0060)",0
Max,25,Engineer,439880,YUKON XL T1YGF,New-York,"(33.4484, -112.0740)",4
Bob,55,Engineer,309285,SILVERADO EV BT1CC,Maine,"(47.6062, -122.3321)",8
Jack,21,Doctor,407104,TERRAIN D2UG,Washington,"(33.4484, -112.0740)",5
Jack,25,Chef,215778,ENCORE GX 9BUB,Oregon,"(40.7128, -74.0060)",2
Alice,43,Artist,384622,TRAVERSE C1YC2,New-York,"(41.8781, -87.6298)",0
Helen,41,Teacher,434346,XT5 C1UL,Washington,"(40.7128, -74.0060)",2
Helen,59,Nurse,91349,SILVERADO T1ECH HD DBL,New-York,"(47.6062, -122.3321)",1
Frank,46,Police-Officer,189014,TRAVERSE C1YC2,Texas,"(42.3601, -71.0589)",4
Helen,43,Nurse,385225,CANYON 31XGN,Texas,"(34.0522, -118.2437)",3
Jack,59,Police-Officer,386292,LCF 6500XD I-700N,Wyoming,"(39.7392, -104.9903)",6
Jack,28,Designer,380419,EXPRESS VAN 610,Maine,"(37.7749, -122.4194)",5
Levi,21,Police-Officer,280114,YUKON XL T1YGF,Hawaii,"(39.7392, -104.9903)",2
Max,24,Diesil-Mechanic,89852,SILVERADO T1RCF LD REG,Wyoming,"(40.7128, -74.0060)",8
David,35,Data-Scientist,243628,TRAVERSE C1YC,Arizona,"(47.6062, -122.3321)",4
Frank,36,Engineer,200132,TRAX 9BQC1,Alaska,"(47.6062, -122.3321)",5
Max,60,Software-Developer,249026,TRAX-K G1UC,New-York,"(42.3601, -71.0589)",8
Eva,56,Accountant,212793,CT4 A2SL,Alaska,"(37.7749, -122.4194)",5
Garrett,36,Engineer,439932,BLAZER EV C234,Michigan,"(33.4484, -112.0740)",6
Jack,50,Chef,412826,SUBURBAN T1YCF,New-Hampshire,"(33.4484, -112.0740)",4
Garrett,53,Teacher,194135,TRAVERSE C1YC2,Alaska,"(29.7604, -95.3698)",8
Bailie,39,Data-Engineer,370962,AV A110,Illinois,"(25.7617, -80.1918)",5
Frank,33,Mechanic,68531,CORVETTE Y200,Massachusetts,"(25.7617, -80.1918)",5
Grace,50,Accountant,404356,SILVERADO T1CCH HD CREW,New-Jersey,"(29.7604, -95.3698)",5
Alice,48,Designer,273297,SIERRA T1EGF LD DBL,Washington,"(42.3601, -71.0589)",7
Bailie,44,Accountant,32374,CAMARO A1AC CONV,Wyoming,"(34.0522, -118.2437)",0
Charlie,37,Mechanic,108009,YUKON XL T1YGF,Wyoming,"(37.7749, -122.4194)",0
Mattie,28,Accountant,159293,ACADIA C1UG,Massachusetts,"(29.7604, -95.3698)",4
Bob,26,Software-Developer,290969,BOLT C110,Michigan,"(37.7749, -122.4194)",6
David,51,Doctor,428110,TRAVERSE C1YC2,New-Mexico,"(29.7604, -95.3698)",4
Bailie,24,Driver,33499,BLAZER C1UC,Hawaii,"(39.7392, -104.9903)",7
Bailie,24,Nurse,108822,BOLT C110,New-York,"(39.7392, -104.9903)",9
Bob,59,Police-Officer,342215,BLAZER EV C234,Maine,"(37.7749, -122.4194)",1
David,41,Lieutenant,361595,SIERRA T1RGF LD REG,Hawaii,"(47.6062, -122.3321)",5
Mattie,48,Lawyer,185230,YUKON XL T1YGF,New-Mexico,"(25.7617, -80.1918)",5
Helen,30,Nurse,83744,YUKON T1UGF,Oregon,"(34.0522, -118.2437)",9
Jack,59,Data-Scientist,146985,CT5 A2LL,Hawaii,"(40.7128, -74.0060)",3
Jack,40,Lawyer,30892,CANYON 31CG2,New-Mexico,"(37.7749, -122.4194)",9
Garrett,56,Data-Scientist,307653,CANYON 31CG2,New-Mexico,"(47.6062, -122.3321)",5
Alice,36,Mechanic,100340,SILVERADO EV BT1CC,New-Hampshire,"(47.6062, -122.3321)",3
Ivy,23,Teacher,290627,AV A110,Texas,"(37.7749, -122.4194)",6
Bob,21,Diesil-Mechanic,443799,ESCALADE ESV T1YLF,Maine,"(47.6062, -122.3321)",8
David,44,Police-Officer,232347,TRAVERSE C1YC2,Arizona,"(29.7604, -95.3698)",1
Charlie,20,Designer,170544,ENCORE G1UB,New-Jersey,"(39.7392, -104.9903)",7
Garrett,46,Data-Engineer,255195,SILVERADO T1RCF LD REG,Alaska,"(34.0522, -118.2437)",5
Alice,34,Teacher,212134,SILVERADO T1RCF LD REG,New-Jersey,"(25.7617, -80.1918)",0
Charlie,52,Data-Engineer,246722,COLORADO 31XCN,Indiana,"(33.4484, -112.0740)",8
Eva,48,Diesil-Mechanic,47147,ACADIA C1UG,New-Jersey,"(41.8781, -87.6298)",7
Garrett,49,Chef,183185,LCF 6500XD I-700N,Indiana,"(47.6062, -122.3321)",3
Jack,59,Data-Engineer,230280,XT5 C1UL,Hawaii,"(47.6062, -122.3321)",3
Grace,42,Software-Developer,205648,CAMARO A1AC CONV,Wyoming,"(34.0522, -118.2437)",2
Alice,45,Doctor,412713,ENCORE GX 9BUB,Hawaii,"(39.7392, -104.9903)",6
Ivy,42,Engineer,309029,CANYON 31XGN,Maine,"(39.7392, -104.9903)",7
Bob,41,Data-Engineer,95700,SILVERADO 4500/5500,New-Mexico,"(25.7617, -80.1918)",3
Mattie,55,Chef,79347,CELESTIQ L246,Washington,"(37.7749, -122.4194)",7
Eva,20,Chef,247075,MALIBU E2SC,New-Jersey,"(40.7128, -74.0060)",0
Grace,27,Diesil-Mechanic,238128,TAHOE T1UCF,New-York,"(34.0522, -118.2437)",2
Bob,35,Nurse,214538,AV A110,Alaska,"(42.3601, -71.0589)",5
Alice,44,Software-Developer,159231,SAVANA VAN 610,Maine,"(33.4484, -112.0740)",6
Alice,36,Teacher,131832,LCF 6500XD I-700N,Montana,"(33.4484, -112.0740)",4
David,23,Teacher,74846,TRAVERSE C1YC,Indiana,"(47.6062, -122.3321)",9
Jack,41,Lawyer,193141,SILVERADO T1ECF LD DBL,New-Hampshire,"(29.7604, -95.3698)",6
Jack,32,Police-Officer,187430,TRAVERSE C1YC,Oregon,"(34.0522, -118.2437)",3
Bailie,35,Teacher,368797,ESCALADE T1ULF,New-Mexico,"(29.7604, -95.3698)",4
Eva,26,Lieutenant,345794,LCF GAS-US I-700N,New-Mexico,"(41.8781, -87.6298)",7
Bob,53,Mechanic,52652,CELESTIQ L246,Hawaii,"(41.8781, -87.6298)",0
Charlie,40,Lawyer,243811,SILVERADO T1CCF LD CREW,New-York,"(40.7128, -74.0060)",5
David,58,Data-Engineer,186824,SILVERADO T1ECF LD DBL,Arizona,"(40.7128, -74.0060)",1
Bob,31,Data-Scientist,104232,TRAX-K G1UC,Texas,"(29.7604, -95.3698)",2
Max,22,Teacher,208536,XT4 E2UL,New-Hampshire,"(37.7749, -122.4194)",5
Levi,57,Doctor,400155,CORVETTE Y200,Oregon,"(33.4484, -112.0740)",1
Bailie,54,Mechanic,360335,YUKON T1UGF,Michigan,"(37.7749, -122.4194)",5
Grace,21,Engineer,287792,CANYON 31XGN,New-York,"(40.7128, -74.0060)",8
Helen,37,Lawyer,265806,SIERRA T1CGF LD CREW,Montana,"(41.8781, -87.6298)",6
Eva,35,Lieutenant,85454,ESCALADE T1ULF,Alaska,"(34.0522, -118.2437)",7
Grace,42,Lieutenant,257335,SIERRA T1EGF LD DBL,Texas,"(40.7128, -74.0060)",1
Jack,55,Engineer,137972,YUKON XL T1YGF,Texas,"(25.7617, -80.1918)",2
Garrett,54,Artist,390907,CT5 A2LL,Hawaii,"(34.0522, -118.2437)",9
Ivy,58,Doctor,448872,CANYON 31XGN,Illinois,"(33.4484, -112.0740)",8
Max,26,Accountant,124175,SIERRA T1EGH HD DBL,Indiana,"(47.6062, -122.3321)",7
Max,56,Nurse,341255,XT5 C1UL,Michigan,"(40.7128, -74.0060)",4
Mattie,59,Designer,49746,COLORADO 31CC2,New-Mexico,"(41.8781, -87.6298)",7
David,52,Diesil-Mechanic,196711,EQUINOX EV C223,Oregon,"(40.7128, -74.0060)",1
Alice,34,Accountant,370452,TRAVERSE C1YC2,New-Hampshire,"(40.7128, -74.0060)",5
Ivy,40,Accountant,352519,EQUINOX EV C223,Montana,"(29.7604, -95.3698)",1
Bailie,30,Police-Officer,79801,MALIBU E2SC,New-Hampshire,"(29.7604, -95.3698)",4
Frank,25,Software-Developer,87646,TAHOE T1UCF,New-Mexico,"(29.7604, -95.3698)",0
Mattie,45,Data-Engineer,244894,CORVETTE Y200,Indiana,"(33.4484, -112.0740)",8
Charlie,46,Lieutenant,222122,SIERRA T1EGH HD DBL,Illinois,"(41.8781, -87.6298)",5
Ivy,54,Police-Officer,35845,CELESTIQ L246,Alaska,"(41.8781, -87.6298)",1
Ivy,21,Driver,321245,ESCALADE ESV T1YLF,Hawaii,"(33.4484, -112.0740)",3
Bob,56,Artist,142794,ENVISTA 9BQB1,Oregon,"(37.7749, -122.4194)",9
Helen,25,Police-Officer,309093,TERRAIN D2UG,New-Mexico,"(42.3601, -71.0589)",3
Bailie,37,Police-Officer,60013,SIERRA T1RGH HD REG,Washington,"(41.8781, -87.6298)",5
Levi,30,Driver,326945,TERRAIN D2UG,New-Hampshire,"(33.4484, -112.0740)",6
Helen,49,Chef,435529,ENVISTA 9BQB1,Alaska,"(39.7392, -104.9903)",7
Bob,28,Engineer,164504,EQUINOX EV C223,Oregon,"(37.7749, -122.4194)",8
Max,23,Engineer,375832,TERRAIN D2UG,Oregon,"(40.7128, -74.0060)",7
Bob,45,Data-Engineer,387098,HUM BEV BT1UG,New-York,"(39.7392, -104.9903)",2
Ivy,33,Mechanic,165891,TRAX 9BQC1,Massachusetts,"(39.7392, -104.9903)",6
Max,58,Lawyer,250046,TRAX 9BQC1,Alaska,"(47.6062, -122.3321)",6
Alice,20,Driver,360935,SILVERADO T1RCF LD REG,New-Mexico,"(39.7392, -104.9903)",1
Helen,34,Nurse,50273,ENVISION E2UB,Illinois,"(25.7617, -80.1918)",2
Frank,22,Driver,292980,ACADIA C1UG,Wyoming,"(34.0522, -118.2437)",2
